@context,@type,itemCondition,name,modelDate,manufacturer,model,color,image,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,offers,trim
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001879052/post-large/normalized/zoomcrop/2001879052-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 70774 miles - $20990,70774,2001879052,19UDE2F38GA018851,"{'@type': 'Offer', 'price': '20990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2422176'}",base
http://schema.org,Vehicle,Used,2013 Acura ILX,2013,Acura,ILX,Silver,//cdnblob.fastly.carvana.io/2001896115/post-large/normalized/zoomcrop/2001896115-edc-02.jpg,Acura,Used 2013 Acura ILX undefined with 71460 miles - $18990,71460,2001896115,19VDE1F71DE012340,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2438517'}",2.0L
http://schema.org,Vehicle,Used,2017 Acura ILX,2017,Acura,ILX,Gray,//cdnblob.fastly.carvana.io/2001806803/post-large/normalized/zoomcrop/2001806803-edc-02.jpg,Acura,Used 2017 Acura ILX undefined with 59327 miles - $22990,59327,2001806803,19UDE2F73HA004148,"{'@type': 'Offer', 'price': '22990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2377065'}",base
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,Silver,//cdnblob.fastly.carvana.io/2001794936/post-large/normalized/zoomcrop/2001794936-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 42231 miles - $23590,42231,2001794936,19UDE2F86GA004927,"{'@type': 'Offer', 'price': '23590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2373221'}",base
http://schema.org,Vehicle,Used,2015 Acura ILX,2015,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001632816/post-large/normalized/zoomcrop/2001632816-edc-02.jpg,Acura,Used 2015 Acura ILX undefined with 96189 miles - $17990,96189,2001632816,19VDE1F3XFE008674,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2288231'}",base
http://schema.org,Vehicle,Used,2013 Acura ILX,2013,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001811368/post-large/normalized/zoomcrop/2001811368-edc-02.jpg,Acura,Used 2013 Acura ILX undefined with 49713 miles - $19590,49713,2001811368,19VDE1F30DE018319,"{'@type': 'Offer', 'price': '19590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2388383'}",2.0L
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001928230/post-large/normalized/zoomcrop/2001928230-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 56078 miles - $22590,56078,2001928230,19UDE2F34GA023125,"{'@type': 'Offer', 'price': '22590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2465723'}",base
http://schema.org,Vehicle,Used,2013 Acura ILX,2013,Acura,ILX,Silver,//cdnblob.fastly.carvana.io/2001927648/post-large/normalized/zoomcrop/2001927648-edc-02.jpg,Acura,Used 2013 Acura ILX undefined with 81768 miles - $17990,81768,2001927648,19VDE1F58DE009384,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2463102'}",2.0L
http://schema.org,Vehicle,Used,2019 Acura ILX,2019,Acura,ILX,Black,//cdnblob.fastly.carvana.io/2001894166/post-large/normalized/zoomcrop/2001894166-edc-02.jpg,Acura,Used 2019 Acura ILX undefined with 13580 miles - $30990,13580,2001894166,19UDE2F89KA004459,"{'@type': 'Offer', 'price': '30990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2439335'}",Technology & A-SPEC Pkgs
http://schema.org,Vehicle,Used,2014 Acura ILX,2014,Acura,ILX,Gray,//cdnblob.fastly.carvana.io/2001777264/post-large/normalized/zoomcrop/2001777264-edc-02.jpg,Acura,Used 2014 Acura ILX undefined with 103589 miles - $16990,103589,2001777264,19VDE1F72EE011392,"{'@type': 'Offer', 'price': '16990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2368652'}",2.0L
http://schema.org,Vehicle,Used,2014 Acura ILX,2014,Acura,ILX,Gray,//cdnblob.fastly.carvana.io/2001847143/post-large/normalized/zoomcrop/2001847143-edc-02.jpg,Acura,Used 2014 Acura ILX undefined with 82906 miles - $17590,82906,2001847143,19VDE1F36EE008279,"{'@type': 'Offer', 'price': '17590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2403273'}",2.0L
http://schema.org,Vehicle,Used,2014 Acura ILX,2014,Acura,ILX,Gray,//cdnblob.fastly.carvana.io/2001854599/post-large/normalized/zoomcrop/2001854599-edc-02.jpg,Acura,Used 2014 Acura ILX undefined with 92848 miles - $17990,92848,2001854599,19VDE1F56EE007618,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2405088'}",2.0L
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,Black,//cdnblob.fastly.carvana.io/2001887543/post-large/normalized/zoomcrop/2001887543-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 97127 miles - $18990,97127,2001887543,19UDE2F72GA005905,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2450019'}",base
http://schema.org,Vehicle,Used,2017 Acura ILX,2017,Acura,ILX,Gray,//cdnblob.fastly.carvana.io/2001874766/post-large/normalized/zoomcrop/2001874766-edc-02.jpg,Acura,Used 2017 Acura ILX undefined with 31462 miles - $25990,31462,2001874766,19UDE2F35HA000549,"{'@type': 'Offer', 'price': '25990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2432898'}",base
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,Red,//cdnblob.fastly.carvana.io/2001901151/post-large/normalized/zoomcrop/2001901151-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 13749 miles - $24990,13749,2001901151,19UDE2F36GA013986,"{'@type': 'Offer', 'price': '24990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2433893'}",base
http://schema.org,Vehicle,Used,2016 Acura ILX,2016,Acura,ILX,Silver,//cdnblob.fastly.carvana.io/2001929217/post-large/normalized/zoomcrop/2001929217-edc-02.jpg,Acura,Used 2016 Acura ILX undefined with 75347 miles - $20990,75347,2001929217,19UDE2F79GA020868,"{'@type': 'Offer', 'price': '20990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2450931'}",base
http://schema.org,Vehicle,Used,2015 Acura ILX,2015,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001491240/post-large/normalized/zoomcrop/2001491240-edc-02.jpg,Acura,Used 2015 Acura ILX undefined with 63611 miles - $20590,63611,2001491240,19VDE1F7XFE010489,"{'@type': 'Offer', 'price': '20590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2162143'}",base
http://schema.org,Vehicle,Used,2013 Acura ILX,2013,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001635033/post-large/2001635033-edc-02-search.jpg,Acura,Used 2013 Acura ILX undefined with 98986 miles - $16590,98986,2001635033,19VDE1F76DE011295,"{'@type': 'Offer', 'price': '16590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2272425'}",2.0L
http://schema.org,Vehicle,Used,2013 Acura ILX,2013,Acura,ILX,Silver,//cdnblob.fastly.carvana.io/2001869562/post-large/normalized/zoomcrop/2001869562-edc-02.jpg,Acura,Used 2013 Acura ILX undefined with 23590 miles - $21590,23590,2001869562,19VDE1F59DE022516,"{'@type': 'Offer', 'price': '21590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2415342'}",2.0L
http://schema.org,Vehicle,Used,2015 Acura ILX,2015,Acura,ILX,White,//cdnblob.fastly.carvana.io/2001902424/post-large/normalized/zoomcrop/2001902424-edc-02.jpg,Acura,Used 2015 Acura ILX undefined with 65039 miles - $19990,65039,2001902424,19VDE1F33FE005440,"{'@type': 'Offer', 'price': '19990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2453709'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,White,//cdnblob.fastly.carvana.io/2001835338/post-large/normalized/zoomcrop/2001835338-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 67437 miles - $22590,67437,2001835338,2HNYD2H22CH517206,"{'@type': 'Offer', 'price': '22590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2398557'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,Blue,//cdnblob.fastly.carvana.io/2001626774/post-large/normalized/zoomcrop/2001626774-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 57088 miles - $23990,57088,2001626774,2HNYD2H36CH512969,"{'@type': 'Offer', 'price': '23990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2265364'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001881016/post-large/normalized/zoomcrop/2001881016-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 82054 miles - $21990,82054,2001881016,2HNYD2H33CH507793,"{'@type': 'Offer', 'price': '21990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2420222'}",base
http://schema.org,Vehicle,Used,2022 Acura MDX,2022,Acura,MDX,Red,//cdnblob.fastly.carvana.io/2001945845/post-large/normalized/zoomcrop/2001945845-edc-02.jpg,Acura,Used 2022 Acura MDX undefined with 21423 miles - $54990,21423,2001945845,5J8YD9H48NL003772,"{'@type': 'Offer', 'price': '54990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2470076'}",Base w/Technology Pkg
http://schema.org,Vehicle,Used,2018 Acura MDX,2018,Acura,MDX,White,//cdnblob.fastly.carvana.io/2001918428/post-large/normalized/zoomcrop/2001918428-edc-02.jpg,Acura,Used 2018 Acura MDX undefined with 52838 miles - $35590,52838,2001918428,5J8YD3H53JL008622,"{'@type': 'Offer', 'price': '35590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2445857'}",Technology Pkg
http://schema.org,Vehicle,Used,2013 Acura MDX,2013,Acura,MDX,Black,//cdnblob.fastly.carvana.io/2001922708/post-large/normalized/zoomcrop/2001922708-edc-02.jpg,Acura,Used 2013 Acura MDX undefined with 97587 miles - $22590,97587,2001922708,2HNYD2H34DH517198,"{'@type': 'Offer', 'price': '22590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2451066'}",base
http://schema.org,Vehicle,Used,2011 Acura MDX,2011,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001717454/post-large/normalized/zoomcrop/2001717454-edc-02.jpg,Acura,Used 2011 Acura MDX undefined with 91408 miles - $18990,91408,2001717454,2HNYD2H66BH544782,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2319958'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,Black,//cdnblob.fastly.carvana.io/2001797432/post-large/normalized/zoomcrop/2001797432-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 84061 miles - $20990,84061,2001797432,2HNYD2H35CH548331,"{'@type': 'Offer', 'price': '20990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2369990'}",base
http://schema.org,Vehicle,Used,2010 Acura MDX,2010,Acura,MDX,Silver,//cdnblob.fastly.carvana.io/2001875761/post-large/normalized/zoomcrop/2001875761-edc-02.jpg,Acura,Used 2010 Acura MDX undefined with 76151 miles - $19590,76151,2001875761,2HNYD2H25AH509307,"{'@type': 'Offer', 'price': '19590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2419799'}",base
http://schema.org,Vehicle,Used,2014 Acura MDX,2014,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001855756/post-large/normalized/zoomcrop/2001855756-edc-02.jpg,Acura,Used 2014 Acura MDX undefined with 100831 miles - $23590,100831,2001855756,5FRYD3H28EB016632,"{'@type': 'Offer', 'price': '23590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2403274'}",base
http://schema.org,Vehicle,Used,2020 Acura MDX,2020,Acura,MDX,Black,//cdnblob.fastly.carvana.io/2001924789/post-large/normalized/zoomcrop/2001924789-edc-02.jpg,Acura,Used 2020 Acura MDX undefined with 27718 miles - $44990,27718,2001924789,5J8YD3H55LL004753,"{'@type': 'Offer', 'price': '44990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2453658'}",Technology Pkg
http://schema.org,Vehicle,Used,2014 Acura MDX,2014,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001721721/post-large/normalized/zoomcrop/2001721721-edc-02.jpg,Acura,Used 2014 Acura MDX undefined with 36360 miles - $29990,36360,2001721721,5FRYD4H46EB041598,"{'@type': 'Offer', 'price': '29990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2327512'}",SH-AWD
http://schema.org,Vehicle,Used,2014 Acura MDX,2014,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001897604/post-large/normalized/zoomcrop/2001897604-edc-02.jpg,Acura,Used 2014 Acura MDX undefined with 92796 miles - $24590,92796,2001897604,5FRYD4H67EB029350,"{'@type': 'Offer', 'price': '24590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2437691'}",SH-AWD
http://schema.org,Vehicle,Used,2013 Acura MDX,2013,Acura,MDX,Silver,//cdnblob.fastly.carvana.io/2001683700/post-large/normalized/zoomcrop/2001683700-edc-02.jpg,Acura,Used 2013 Acura MDX undefined with 98061 miles - $18990,98061,2001683700,2HNYD2H28DH514389,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2351578'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,White,//cdnblob.fastly.carvana.io/2001866887/post-large/normalized/zoomcrop/2001866887-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 76062 miles - $22990,76062,2001866887,2HNYD2H33CH550076,"{'@type': 'Offer', 'price': '22990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2452196'}",base
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001880705/post-large/normalized/zoomcrop/2001880705-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 69868 miles - $21990,69868,2001880705,2HNYD2H27CH549682,"{'@type': 'Offer', 'price': '21990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2421623'}",base
http://schema.org,Vehicle,Used,2011 Acura MDX,2011,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001837762/post-large/normalized/zoomcrop/2001837762-edc-02.jpg,Acura,Used 2011 Acura MDX undefined with 86986 miles - $19590,86986,2001837762,2HNYD2H67BH506803,"{'@type': 'Offer', 'price': '19590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2460050'}",base
http://schema.org,Vehicle,Used,2014 Acura MDX,2014,Acura,MDX,White,//cdnblob.fastly.carvana.io/2001807210/post-large/normalized/zoomcrop/2001807210-edc-02.jpg,Acura,Used 2014 Acura MDX undefined with 86878 miles - $24990,86878,2001807210,5FRYD4H40EB005776,"{'@type': 'Offer', 'price': '24990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2441716'}",SH-AWD
http://schema.org,Vehicle,Used,2012 Acura MDX,2012,Acura,MDX,Gray,//cdnblob.fastly.carvana.io/2001814928/post-large/normalized/zoomcrop/2001814928-edc-02.jpg,Acura,Used 2012 Acura MDX undefined with 65336 miles - $23590,65336,2001814928,2HNYD2H47CH535590,"{'@type': 'Offer', 'price': '23590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2392931'}",base
http://schema.org,Vehicle,Used,2015 Acura MDX,2015,Acura,MDX,Black,//cdnblob.fastly.carvana.io/2001832481/post-large/normalized/zoomcrop/2001832481-edc-02.jpg,Acura,Used 2015 Acura MDX undefined with 26086 miles - $33590,26086,2001832481,5FRYD4H49FB032833,"{'@type': 'Offer', 'price': '33590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2409365'}",SH-AWD
http://schema.org,Vehicle,Used,2012 Acura RDX,2012,Acura,RDX,White,//cdnblob.fastly.carvana.io/2001904709/post-large/normalized/zoomcrop/2001904709-edc-02.jpg,Acura,Used 2012 Acura RDX undefined with 86569 miles - $17990,86569,2001904709,5J8TB2H2XCA002332,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2435053'}",base
http://schema.org,Vehicle,Used,2012 Acura RDX,2012,Acura,RDX,Silver,//cdnblob.fastly.carvana.io/2001731948/post-large/normalized/zoomcrop/2001731948-edc-02.jpg,Acura,Used 2012 Acura RDX undefined with 76297 miles - $18990,76297,2001731948,5J8TB1H29CA003451,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2324791'}",SH-AWD
http://schema.org,Vehicle,Used,2012 Acura RDX,2012,Acura,RDX,Silver,//cdnblob.fastly.carvana.io/2001870046/post-large/normalized/zoomcrop/2001870046-edc-02.jpg,Acura,Used 2012 Acura RDX undefined with 64939 miles - $19590,64939,2001870046,5J8TB2H20CA000752,"{'@type': 'Offer', 'price': '19590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2421045'}",base
http://schema.org,Vehicle,Used,2011 Acura RDX,2011,Acura,RDX,Black,//cdnblob.fastly.carvana.io/2001792936/post-large/normalized/zoomcrop/2001792936-edc-02.jpg,Acura,Used 2011 Acura RDX undefined with 51225 miles - $19990,51225,2001792936,5J8TB2H24BA001174,"{'@type': 'Offer', 'price': '19990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2397716'}",base
http://schema.org,Vehicle,Used,2011 Acura RDX,2011,Acura,RDX,Gray,//cdnblob.fastly.carvana.io/2001909460/post-large/normalized/zoomcrop/2001909460-edc-02.jpg,Acura,Used 2011 Acura RDX undefined with 84541 miles - $16990,84541,2001909460,5J8TB2H2XBA006556,"{'@type': 'Offer', 'price': '16990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2438998'}",base
http://schema.org,Vehicle,Used,2020 Acura RDX,2020,Acura,RDX,White,//cdnblob.fastly.carvana.io/2001907662/post-large/normalized/zoomcrop/2001907662-edc-02.jpg,Acura,Used 2020 Acura RDX undefined with 24378 miles - $39990,24378,2001907662,5J8TC2H31LL028568,"{'@type': 'Offer', 'price': '39990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2450715'}",SH-AWD
http://schema.org,Vehicle,Used,2013 Acura RDX,2013,Acura,RDX,Gray,//cdnblob.fastly.carvana.io/2001561426/post-large/normalized/zoomcrop/2001561426-edc-02.jpg,Acura,Used 2013 Acura RDX undefined with 92198 miles - $17990,92198,2001561426,5J8TB3H32DL007478,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2218061'}",base
http://schema.org,Vehicle,Used,2015 Acura RDX,2015,Acura,RDX,Gray,//cdnblob.fastly.carvana.io/2001915121/post-large/normalized/zoomcrop/2001915121-edc-02.jpg,Acura,Used 2015 Acura RDX undefined with 77318 miles - $21590,77318,2001915121,5J8TB3H55FL017376,"{'@type': 'Offer', 'price': '21590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2446052'}",base
http://schema.org,Vehicle,Used,2013 Acura RDX,2013,Acura,RDX,White,//cdnblob.fastly.carvana.io/2001837706/post-large/normalized/zoomcrop/2001837706-edc-02.jpg,Acura,Used 2013 Acura RDX undefined with 99076 miles - $17990,99076,2001837706,5J8TB3H34DL005960,"{'@type': 'Offer', 'price': '17990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2398858'}",base
http://schema.org,Vehicle,Used,2014 Acura RDX,2014,Acura,RDX,Black,//cdnblob.fastly.carvana.io/2001653687/post-large/normalized/zoomcrop/2001653687-edc-02.jpg,Acura,Used 2014 Acura RDX undefined with 56666 miles - $22990,56666,2001653687,5J8TB3H53EL014913,"{'@type': 'Offer', 'price': '22990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2289152'}",base
http://schema.org,Vehicle,Used,2015 Acura RDX,2015,Acura,RDX,Silver,//cdnblob.fastly.carvana.io/2001782873/post-large/normalized/zoomcrop/2001782873-edc-02.jpg,Acura,Used 2015 Acura RDX undefined with 65269 miles - $22590,65269,2001782873,5J8TB3H50FL006155,"{'@type': 'Offer', 'price': '22590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2359710'}",base
http://schema.org,Vehicle,Used,2015 Acura RDX,2015,Acura,RDX,Silver,//cdnblob.fastly.carvana.io/2001899943/post-large/normalized/zoomcrop/2001899943-edc-02.jpg,Acura,Used 2015 Acura RDX undefined with 88142 miles - $20590,88142,2001899943,5J8TB3H36FL010435,"{'@type': 'Offer', 'price': '20590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2468356'}",base
http://schema.org,Vehicle,Used,2013 Acura RDX,2013,Acura,RDX,Brown,//cdnblob.fastly.carvana.io/2001796344/post-large/normalized/zoomcrop/2001796344-edc-02.jpg,Acura,Used 2013 Acura RDX undefined with 87831 miles - $18990,87831,2001796344,5J8TB3H50DL011238,"{'@type': 'Offer', 'price': '18990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2368403'}",base
http://schema.org,Vehicle,Used,2015 Acura RDX,2015,Acura,RDX,Gray,//cdnblob.fastly.carvana.io/2001913930/post-large/normalized/zoomcrop/2001913930-edc-02.jpg,Acura,Used 2015 Acura RDX undefined with 93881 miles - $19990,93881,2001913930,5J8TB3H37FL014610,"{'@type': 'Offer', 'price': '19990', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2448665'}",base
http://schema.org,Vehicle,Used,2017 Acura RDX,2017,Acura,RDX,Gray,//cdnblob.fastly.carvana.io/2001916495/post-large/normalized/zoomcrop/2001916495-edc-02.jpg,Acura,Used 2017 Acura RDX undefined with 79923 miles - $24590,79923,2001916495,5J8TB3H32HL022827,"{'@type': 'Offer', 'price': '24590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2442837'}",base
http://schema.org,Vehicle,Used,2015 Acura RDX,2015,Acura,RDX,Black,//cdnblob.fastly.carvana.io/2001840989/post-large/normalized/zoomcrop/2001840989-edc-02.jpg,Acura,Used 2015 Acura RDX undefined with 55780 miles - $23590,55780,2001840989,5J8TB3H5XFL003635,"{'@type': 'Offer', 'price': '23590', 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2396919'}",base
